Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
South 2nd Street & 3rd Ave S,Nicollet Mall & Grant Street,20,20,20,20,20,20
South 2nd Street & 3rd Ave S,North 2nd Street & 4th Ave N,116,116,116,116,116,116
South 2nd Street & 3rd Ave S,North Mississippi Regional Park,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,Oak Street Ramp,9,9,9,9,9,9
South 2nd Street & 3rd Ave S,Park Ave & 4th Street S,61,61,61,61,61,61
South 2nd Street & 3rd Ave S,Pleasant Ave S &  Lake Street,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Plymouth Ave N &  N Oliver Ave,7,7,7,7,7,7
South 2nd Street & 3rd Ave S,Portland Ave & Washington Ave,85,85,85,85,85,85
South 2nd Street & 3rd Ave S,Riverside Ave & 23rd Ave S,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,S 5th Street & Nicollet Mall,130,130,130,130,130,130
South 2nd Street & 3rd Ave S,S 8th Street & 2nd Ave S,75,75,75,75,75,75
South 2nd Street & 3rd Ave S,SE 3rd Ave & University Ave SE,53,53,53,53,53,53
South 2nd Street & 3rd Ave S,Sanford Hall,14,14,14,14,14,14
South 2nd Street & 3rd Ave S,Selby Ave & Virginia Street,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Social Sciences,4,4,4,4,4,4
South 2nd Street & 3rd Ave S,South 2nd Street & 3rd Ave S,321,321,321,321,321,321
South 2nd Street & 3rd Ave S,Target Field Station,27,27,27,27,27,27
South 2nd Street & 3rd Ave S,U of M St. Paul Student Center,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,University & Bank Street SE,250,250,250,250,250,250
South 2nd Street & 3rd Ave S,University Ave NE & 12th Ave NE,13,13,13,13,13,13
South 2nd Street & 3rd Ave S,University Ave SE & Bedford Street SE,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Upton Ave S & Sheridan Ave S,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,W 31st Street & Hennepin Ave S,3,3,3,3,3,3
South 2nd Street & 3rd Ave S,W 36th Street & W Calhoun Parkway,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,W 50th Street & W Minnehaha Pkwy,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,Walker Art Center,44,44,44,44,44,44
South 2nd Street & 3rd Ave S,Washington & Cedar,36,36,36,36,36,36
South 2nd Street & 3rd Ave S,Washington & Marquette,18,18,18,18,18,18
South 2nd Street & 3rd Ave S,Washington Ave N & Cedar Lake Trail,35,35,35,35,35,35
South 2nd Street & 3rd Ave S,Washington Ave S & 10th Ave S,126,126,126,126,126,126
South 2nd Street & 3rd Ave S,Washington Ave SE & Union Street SE,7,7,7,7,7,7
South 2nd Street & 3rd Ave S,Weisman Art Museum,14,14,14,14,14,14
South 2nd Street & 3rd Ave S,West 15th Street & Willow,20,20,20,20,20,20
South 2nd Street & 3rd Ave S,West 32nd Street & Bryant Ave S,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,West 34th Street  & Hennepin Ave S,1,1,1,1,1,1
South 2nd Street & 3rd Ave S,West 36th Street & Bryant Ave S,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Willey Hall,2,2,2,2,2,2
South 2nd Street & 3rd Ave S,Williamson Hall,6,6,6,6,6,6
South 2nd Street & 3rd Ave S,YWCA Downtown,43,43,43,43,43,43
South 2nd Street & 3rd Ave S,YWCA Uptown,6,6,6,6,6,6
Target Field Station,100 Main Street SE,39,39,39,39,39,39
Target Field Station,10th Street & Nicollet Mall,102,102,102,102,102,102
Target Field Station,11th Ave S & S 2nd Street,41,41,41,41,41,41
Target Field Station,11th Street & Hennepin,40,40,40,40,40,40
Target Field Station,11th Street & Marquette,14,14,14,14,14,14
Target Field Station,15th Ave SE & 4th Street SE,8,8,8,8,8,8
Target Field Station,15th Ave SE & Como Ave SE,4,4,4,4,4,4
Target Field Station,18th Ave Trail & 2nd Street NE,9,9,9,9,9,9
Target Field Station,22nd Ave NE & California Street NE,4,4,4,4,4,4
Target Field Station,22nd Ave S & Franklin Ave,2,2,2,2,2,2
Target Field Station,23rd Ave SE & 6th Street SE,2,2,2,2,2,2
Target Field Station,23rd Ave SE & University Ave SE,3,3,3,3,3,3
Target Field Station,25th Street & 33rd Ave S,5,5,5,5,5,5
Target Field Station,26th Street & Hennepin,5,5,5,5,5,5
Target Field Station,26th Street & Lyndale,8,8,8,8,8,8
Target Field Station,27th Ave SE & University Ave,2,2,2,2,2,2
Target Field Station,28th Street & Nicollet Ave. S,10,10,10,10,10,10
Target Field Station,2nd Ave N & N 6th Street,48,48,48,48,48,48
Target Field Station,2nd Ave N & Washington Ave N,48,48,48,48,48,48
Target Field Station,2nd Ave S & S 3rd Street,14,14,14,14,14,14
Target Field Station,2nd Street N & 8th Ave N,44,44,44,44,44,44
Target Field Station,2nd Street SE & 5th Ave SE,23,23,23,23,23,23
Target Field Station,38th Street Light Rail Station,1,1,1,1,1,1
Target Field Station,3rd Ave S & E 38th Street,5,5,5,5,5,5
Target Field Station,3rd Street N & 8th Ave N,62,62,62,62,62,62
Target Field Station,3rd Street NE & Lowry Ave NE,2,2,2,2,2,2
Target Field Station,46th Street Light Rail Station,3,3,3,3,3,3
Target Field Station,4th Street & 13th Ave SE,6,6,6,6,6,6
Target Field Station,4th Street & 17th Ave SE,2,2,2,2,2,2
Target Field Station,4th Street S & 19th Ave,1,1,1,1,1,1
Target Field Station,5th Ave N & 4th Street N,15,15,15,15,15,15
Target Field Station,5th Street NE & 1st Ave NE,4,4,4,4,4,4
Target Field Station,5th Street NE & 3rd Ave NE,5,5,5,5,5,5
Target Field Station,6th Ave SE & University Ave,24,24,24,24,24,24
Target Field Station,7th Street & 4th Ave S,12,12,12,12,12,12
Target Field Station,7th Street N & Plymouth Ave N,17,17,17,17,17,17
Target Field Station,7th Street SE & 10th Ave SE,4,4,4,4,4,4
Target Field Station,9th Street & 4th Ave,2,2,2,2,2,2
Target Field Station,9th Street N & Hawthorne Ave,8,8,8,8,8,8
Target Field Station,Bohemian Flats,6,6,6,6,6,6
Target Field Station,Boom Island Park,6,6,6,6,6,6
Target Field Station,Broadway & Marshall Street NE,52,52,52,52,52,52
Target Field Station,Bryant Ave N & West Broadway,6,6,6,6,6,6
Target Field Station,Carleton Street & University Ave ,1,1,1,1,1,1
Target Field Station,Cedar Street & Columbus Ave,1,1,1,1,1,1
Target Field Station,Central Ave NE & 22nd Ave NE,10,10,10,10,10,10
Target Field Station,Chicago & 27th Street,1,1,1,1,1,1
Target Field Station,Chicago Ave & S Washington Ave,18,18,18,18,18,18
Target Field Station,Coffman Union,2,2,2,2,2,2
Target Field Station,Como Ave SE & 29th Ave SE,1,1,1,1,1,1
Target Field Station,Cooke Hall,1,1,1,1,1,1
Target Field Station,Currie Park,3,3,3,3,3,3
Target Field Station,Delaware Street SE & 26th Ave SE,3,3,3,3,3,3
Target Field Station,Dupont Ave & 22nd Street,8,8,8,8,8,8
Target Field Station,Dupont Ave S & W 29th Street,3,3,3,3,3,3
Target Field Station,E 14th Street & N Robert Street ,1,1,1,1,1,1
Target Field Station,E 38th Street & 42nd Ave S,2,2,2,2,2,2
Target Field Station,E Franklin Ave & Bloomington Ave S,1,1,1,1,1,1
Target Field Station,East Lake Street & 36th Ave S,3,3,3,3,3,3
Target Field Station,Elliot Hall,11,11,11,11,11,11
Target Field Station,Elliot Park,4,4,4,4,4,4
Target Field Station,Elwood Ave N & Oak Park Ave N,3,3,3,3,3,3
Target Field Station,Englewood Ave & N Asbury Street,1,1,1,1,1,1
Target Field Station,Farview Park,2,2,2,2,2,2
Target Field Station,Franklin & 28th Ave,2,2,2,2,2,2
Target Field Station,Franklin & Portland,9,9,9,9,9,9
Target Field Station,Gateway Park,21,21,21,21,21,21
Target Field Station,Girard Ave N & W Broadway Ave,4,4,4,4,4,4
Target Field Station,Glenwood Ave & N Morgan Ave,20,20,20,20,20,20
Target Field Station,Grant Street & Portland Ave,8,8,8,8,8,8
Target Field Station,Groveland Ave & Clifton Place,6,6,6,6,6,6
Target Field Station,Hennepin & Central Avenue NE,25,25,25,25,25,25
Target Field Station,Hennepin & Laurel Ave,22,22,22,22,22,22
Target Field Station,Hennepin Ave & S Washington Ave,18,18,18,18,18,18
Target Field Station,Hennepin County Government Center,10,10,10,10,10,10
Target Field Station,IDS Center,32,32,32,32,32,32
Target Field Station,Kellogg Blvd & Wabasha Street,1,1,1,1,1,1
Target Field Station,Kowalski's Market,3,3,3,3,3,3
Target Field Station,Lake Calhoun Center,31,31,31,31,31,31
Target Field Station,Lake Harriet Bandshell,1,1,1,1,1,1
Target Field Station,Lake Street & Humboldt,7,7,7,7,7,7
Target Field Station,Lake Street & Knox Ave S,21,21,21,21,21,21
Target Field Station,Lake Street & West River Parkway,2,2,2,2,2,2
Target Field Station,Lexington Pkwy & University Ave,1,1,1,1,1,1
Target Field Station,Logan Park,52,52,52,52,52,52
Target Field Station,Loring Park,29,29,29,29,29,29
Target Field Station,Lyndale Ave S & 22nd Street ,12,12,12,12,12,12
Target Field Station,Lyndale Ave S & W 29th Street,16,16,16,16,16,16
Target Field Station,MCAD,5,5,5,5,5,5
Target Field Station,Malcolm Ave SE & 5th Street SE,4,4,4,4,4,4
Target Field Station,Marshall Street NE & 18th Ave NE,14,14,14,14,14,14
Target Field Station,Marshall Street NE & 8th Ave NE,28,28,28,28,28,28
Target Field Station,Marshall Street NE & Lowry Ave,17,17,17,17,17,17
Target Field Station,McNamara Center,1,1,1,1,1,1
Target Field Station,Midtown Exchange,3,3,3,3,3,3
Target Field Station,Mill City Quarter,29,29,29,29,29,29
Target Field Station,Minneapolis Farmers Market,18,18,18,18,18,18
Target Field Station,Minneapolis Park & Recreation Board,29,29,29,29,29,29
Target Field Station,Mississippi River Blvd & Summit Ave,2,2,2,2,2,2
Target Field Station,Mpls Convention Center,10,10,10,10,10,10
Target Field Station,N 4th Ave & W River Parkway,16,16,16,16,16,16
Target Field Station,N Washington Ave & 9th Ave N,69,69,69,69,69,69
Target Field Station,Nicollet & Franklin,12,12,12,12,12,12
Target Field Station,Nicollet Island,12,12,12,12,12,12
Target Field Station,Nicollet Mall & Grant Street,14,14,14,14,14,14
Target Field Station,North 2nd Street & 4th Ave N,66,66,66,66,66,66
Target Field Station,North Mississippi Regional Park,3,3,3,3,3,3
Target Field Station,Oak Street Ramp,1,1,1,1,1,1
Target Field Station,Park Ave & 4th Street S,24,24,24,24,24,24
Target Field Station,Pleasant Ave S &  Lake Street,1,1,1,1,1,1
Target Field Station,Plymouth Ave N &  N Oliver Ave,9,9,9,9,9,9
Target Field Station,Portland Ave & Washington Ave,6,6,6,6,6,6
Target Field Station,Rice Street & University Ave W,1,1,1,1,1,1
Target Field Station,Riverside Ave & 23rd Ave S,2,2,2,2,2,2
Target Field Station,S 5th Street & Nicollet Mall,80,80,80,80,80,80
Target Field Station,S 8th Street & 2nd Ave S,36,36,36,36,36,36
Target Field Station,SE 3rd Ave & University Ave SE,3,3,3,3,3,3
Target Field Station,Sanford Hall,4,4,4,4,4,4
Target Field Station,Selby Ave & Virginia Street,1,1,1,1,1,1
Target Field Station,South 2nd Street & 3rd Ave S,20,20,20,20,20,20
Target Field Station,Target Field Station,159,159,159,159,159,159
Target Field Station,University & Bank Street SE,17,17,17,17,17,17
Target Field Station,University Ave NE & 12th Ave NE,78,78,78,78,78,78
Target Field Station,University Ave SE & Bedford Street SE,3,3,3,3,3,3
Target Field Station,Upton Ave S & Sheridan Ave S,1,1,1,1,1,1
Target Field Station,W 31st Street & Hennepin Ave S,4,4,4,4,4,4
Target Field Station,W 36th Street & W Calhoun Parkway,5,5,5,5,5,5
Target Field Station,W 50th Street & W Minnehaha Pkwy,1,1,1,1,1,1
Target Field Station,Walker Art Center,39,39,39,39,39,39
Target Field Station,Washington & Cedar,10,10,10,10,10,10
Target Field Station,Washington & Marquette,7,7,7,7,7,7
Target Field Station,Washington Ave N & Cedar Lake Trail,21,21,21,21,21,21
Target Field Station,Washington Ave S & 10th Ave S,9,9,9,9,9,9
Target Field Station,Washington Ave SE & Union Street SE,1,1,1,1,1,1
Target Field Station,Weisman Art Museum,1,1,1,1,1,1
Target Field Station,West 15th Street & Willow,32,32,32,32,32,32
Target Field Station,West 32nd Street & Bryant Ave S,4,4,4,4,4,4
Target Field Station,West Broadway & Logan Ave N,10,10,10,10,10,10
Target Field Station,Williamson Hall,2,2,2,2,2,2
Target Field Station,Wirth Beach,6,6,6,6,6,6
Target Field Station,YWCA Downtown,16,16,16,16,16,16
Target Field Station,YWCA Uptown,11,11,11,11,11,11
U of M St. Paul Student Center,11th Ave S & S 2nd Street,2,2,2,2,2,2
U of M St. Paul Student Center,11th Street & Marquette,2,2,2,2,2,2
U of M St. Paul Student Center,15th Ave SE & 4th Street SE,16,16,16,16,16,16
U of M St. Paul Student Center,15th Ave SE & Como Ave SE,20,20,20,20,20,20
U of M St. Paul Student Center,22nd Ave S & Franklin Ave,14,14,14,14,14,14
U of M St. Paul Student Center,23rd Ave SE & 6th Street SE,60,60,60,60,60,60
U of M St. Paul Student Center,23rd Ave SE & University Ave SE,50,50,50,50,50,50
U of M St. Paul Student Center,25th Street & 33rd Ave S,3,3,3,3,3,3
U of M St. Paul Student Center,27th Ave S & Minnehaha Ave,6,6,6,6,6,6
U of M St. Paul Student Center,27th Ave SE & University Ave,3,3,3,3,3,3
U of M St. Paul Student Center,28th Street & Nicollet Ave. S,2,2,2,2,2,2
U of M St. Paul Student Center,2nd Ave N & N 6th Street,2,2,2,2,2,2
U of M St. Paul Student Center,2nd Ave N & Washington Ave N,2,2,2,2,2,2
U of M St. Paul Student Center,2nd Street SE & 5th Ave SE,11,11,11,11,11,11
U of M St. Paul Student Center,4th Street & 13th Ave SE,11,11,11,11,11,11
U of M St. Paul Student Center,4th Street & 17th Ave SE,12,12,12,12,12,12
U of M St. Paul Student Center,4th Street S & 19th Ave,1,1,1,1,1,1
U of M St. Paul Student Center,5th Ave N & 4th Street N,1,1,1,1,1,1
U of M St. Paul Student Center,5th Street NE & 1st Ave NE,2,2,2,2,2,2
U of M St. Paul Student Center,6th Ave SE & University Ave,1,1,1,1,1,1
U of M St. Paul Student Center,7th Street E & Wacouta Street,1,1,1,1,1,1
U of M St. Paul Student Center,7th Street SE & 10th Ave SE,19,19,19,19,19,19
U of M St. Paul Student Center,Broadway & Marshall Street NE,1,1,1,1,1,1
U of M St. Paul Student Center,Carleton Street & University Ave ,65,65,65,65,65,65
U of M St. Paul Student Center,Central Ave NE & 22nd Ave NE,1,1,1,1,1,1
U of M St. Paul Student Center,Chicago Ave & S Washington Ave,3,3,3,3,3,3
U of M St. Paul Student Center,Civil Engineering,2,2,2,2,2,2
U of M St. Paul Student Center,Coffman Union,11,11,11,11,11,11
U of M St. Paul Student Center,Como Ave SE & 29th Ave SE,159,159,159,159,159,159
U of M St. Paul Student Center,Como Park Conservatory,22,22,22,22,22,22
U of M St. Paul Student Center,Cooke Hall,3,3,3,3,3,3
U of M St. Paul Student Center,Curfew Street & Ellis Ave.,14,14,14,14,14,14
U of M St. Paul Student Center,Dale Street & Grand Ave.,2,2,2,2,2,2
U of M St. Paul Student Center,Delaware Street SE & 26th Ave SE,7,7,7,7,7,7
U of M St. Paul Student Center,E Franklin Ave & Bloomington Ave S,1,1,1,1,1,1
U of M St. Paul Student Center,East Lake Street & 36th Ave S,1,1,1,1,1,1
U of M St. Paul Student Center,Elliot Ave S & E 24th Street,2,2,2,2,2,2
U of M St. Paul Student Center,Englewood Ave & N Asbury Street,8,8,8,8,8,8
U of M St. Paul Student Center,Fairview Ave & University Ave,2,2,2,2,2,2
U of M St. Paul Student Center,Franklin & 11th Ave,1,1,1,1,1,1
U of M St. Paul Student Center,Franklin & 28th Ave,7,7,7,7,7,7
U of M St. Paul Student Center,Gateway Park,3,3,3,3,3,3
U of M St. Paul Student Center,Grand Ave & Fairview Ave,3,3,3,3,3,3
U of M St. Paul Student Center,Grant Street & Portland Ave,1,1,1,1,1,1
U of M St. Paul Student Center,Hamline Ave N & University Ave,2,2,2,2,2,2
U of M St. Paul Student Center,Hennepin & Central Avenue NE,11,11,11,11,11,11
U of M St. Paul Student Center,Hennepin & Laurel Ave,1,1,1,1,1,1
U of M St. Paul Student Center,Hennepin Ave & S Washington Ave,1,1,1,1,1,1
U of M St. Paul Student Center,Hennepin County Government Center,1,1,1,1,1,1
U of M St. Paul Student Center,Hidden Falls Park,2,2,2,2,2,2
U of M St. Paul Student Center,IDS Center,1,1,1,1,1,1
U of M St. Paul Student Center,Kowalski's Market,1,1,1,1,1,1
U of M St. Paul Student Center,Lake Como Pavilion,27,27,27,27,27,27
U of M St. Paul Student Center,Lake Street & West River Parkway,8,8,8,8,8,8
U of M St. Paul Student Center,Lexington Pkwy & University Ave,8,8,8,8,8,8
U of M St. Paul Student Center,Logan Park,21,21,21,21,21,21
U of M St. Paul Student Center,Lyndale Ave S & 22nd Street ,1,1,1,1,1,1
U of M St. Paul Student Center,MCAD,4,4,4,4,4,4
U of M St. Paul Student Center,Macalester College,1,1,1,1,1,1
U of M St. Paul Student Center,Malcolm Ave SE & 5th Street SE,10,10,10,10,10,10
U of M St. Paul Student Center,Mariucci Arena,7,7,7,7,7,7
U of M St. Paul Student Center,Mayo Memorial Building,1,1,1,1,1,1
U of M St. Paul Student Center,McNamara Center,8,8,8,8,8,8
U of M St. Paul Student Center,Midtown Exchange,1,1,1,1,1,1
U of M St. Paul Student Center,Mill City Quarter,1,1,1,1,1,1
U of M St. Paul Student Center,Minnesota History Center,1,1,1,1,1,1
U of M St. Paul Student Center,N 4th Ave & W River Parkway,2,2,2,2,2,2
U of M St. Paul Student Center,N Victoria Street & University Ave ,1,1,1,1,1,1
U of M St. Paul Student Center,North 2nd Street & 4th Ave N,1,1,1,1,1,1
U of M St. Paul Student Center,North Mississippi Regional Park,1,1,1,1,1,1
U of M St. Paul Student Center,Oak Street Ramp,12,12,12,12,12,12
U of M St. Paul Student Center,Park Ave & 4th Street S,2,2,2,2,2,2
U of M St. Paul Student Center,Portland Ave & Washington Ave,2,2,2,2,2,2
U of M St. Paul Student Center,Riverside Ave & 23rd Ave S,3,3,3,3,3,3
U of M St. Paul Student Center,SE 3rd Ave & University Ave SE,1,1,1,1,1,1
U of M St. Paul Student Center,Sanford Hall,6,6,6,6,6,6
U of M St. Paul Student Center,Sherburne Ave & Snelling Ave N,4,4,4,4,4,4
U of M St. Paul Student Center,Social Sciences,6,6,6,6,6,6
U of M St. Paul Student Center,South 2nd Street & 3rd Ave S,1,1,1,1,1,1
U of M St. Paul Student Center,Target Field Station,3,3,3,3,3,3
U of M St. Paul Student Center,U of M St. Paul Student Center,149,149,149,149,149,149
U of M St. Paul Student Center,University Ave NE & 12th Ave NE,1,1,1,1,1,1
U of M St. Paul Student Center,University Ave SE & Bedford Street SE,7,7,7,7,7,7
U of M St. Paul Student Center,University of St. Thomas,2,2,2,2,2,2
U of M St. Paul Student Center,W 50th Street & W Minnehaha Pkwy,2,2,2,2,2,2
U of M St. Paul Student Center,Washington & Cedar,5,5,5,5,5,5
U of M St. Paul Student Center,Washington Ave N & Cedar Lake Trail,1,1,1,1,1,1
U of M St. Paul Student Center,Washington Ave SE & Union Street SE,12,12,12,12,12,12
U of M St. Paul Student Center,Weisman Art Museum,27,27,27,27,27,27
U of M St. Paul Student Center,West 15th Street & Willow,1,1,1,1,1,1
U of M St. Paul Student Center,Wilder Street & Marshall Ave,1,1,1,1,1,1
U of M St. Paul Student Center,Willey Hall,9,9,9,9,9,9
U of M St. Paul Student Center,Williamson Hall,10,10,10,10,10,10
U of M St. Paul Student Center,YWCA Downtown,3,3,3,3,3,3
Union Depot,10th Street E & Cedar Street,5,5,5,5,5,5
Union Depot,5th Street E & Minnesota Street N,18,18,18,18,18,18
Union Depot,7th Place & Jackson Street,4,4,4,4,4,4
Union Depot,7th Street E & Wacouta Street,16,16,16,16,16,16
Union Depot,7th Street W & Grand Ave,19,19,19,19,19,19
Union Depot,Broadway Street N & 4th Street E,24,24,24,24,24,24
Union Depot,Carleton Street & University Ave ,5,5,5,5,5,5
Union Depot,Cedar Street & Columbus Ave,5,5,5,5,5,5
Union Depot,Cleveland Ave S & Highland Parkway,2,2,2,2,2,2
Union Depot,Coffman Union,2,2,2,2,2,2
Union Depot,Como Park Conservatory,1,1,1,1,1,1
Union Depot,Curfew Street & Ellis Ave.,1,1,1,1,1,1
Union Depot,Dale Street & Grand Ave.,14,14,14,14,14,14
Union Depot,E 14th Street & N Robert Street ,1,1,1,1,1,1
Union Depot,Gateway Park,1,1,1,1,1,1
Union Depot,Hague Ave & Dale Street,2,2,2,2,2,2
Union Depot,Hamline Ave N & University Ave,5,5,5,5,5,5
Union Depot,Harriet Island,19,19,19,19,19,19
Union Depot,Hennepin Ave & S Washington Ave,2,2,2,2,2,2
Union Depot,Hennepin County Government Center,1,1,1,1,1,1
Union Depot,Hidden Falls Park,3,3,3,3,3,3
Union Depot,Kellogg Blvd & Wabasha Street,25,25,25,25,25,25
Union Depot,Kellogg Blvd E & Jackson Street,9,9,9,9,9,9
Union Depot,Kellogg Blvd W & Smith Ave,19,19,19,19,19,19
Union Depot,Kowalski's Market,2,2,2,2,2,2
Union Depot,Lake Como Pavilion,3,3,3,3,3,3
Union Depot,Landmark Plaza,39,39,39,39,39,39
Union Depot,Minnehaha Park,1,1,1,1,1,1
Union Depot,Minnesota Dept. of Transportation,2,2,2,2,2,2
Union Depot,Minnesota History Center,24,24,24,24,24,24
Union Depot,N Milton Street & Summit Ave,4,4,4,4,4,4
Union Depot,N Robert Street & E 10th Street,71,71,71,71,71,71
Union Depot,N Victoria Street & University Ave ,3,3,3,3,3,3
Union Depot,North 2nd Street & 4th Ave N,1,1,1,1,1,1
Union Depot,Rice Street & University Ave W,28,28,28,28,28,28
Union Depot,Schmidt Brewery,15,15,15,15,15,15
Union Depot,Science Museum of Minnesota,18,18,18,18,18,18
Union Depot,Selby Ave & Virginia Street,9,9,9,9,9,9
Union Depot,Shepard Road & Sibley Street,17,17,17,17,17,17
Union Depot,Sherburne Ave & Snelling Ave N,1,1,1,1,1,1
Union Depot,Union Depot,146,146,146,146,146,146
Union Depot,University Ave & Western Ave,2,2,2,2,2,2
Union Depot,Upper Landing,142,142,142,142,142,142
Union Depot,Wabasha Street S & E Fillmore Ave,25,25,25,25,25,25
Union Depot,Wells Fargo Place,11,11,11,11,11,11
University & Bank Street SE,100 Main Street SE,96,96,96,96,96,96
University & Bank Street SE,10th Street & Nicollet Mall,14,14,14,14,14,14
University & Bank Street SE,11th Ave S & S 2nd Street,170,170,170,170,170,170
University & Bank Street SE,11th Street & Hennepin,90,90,90,90,90,90
University & Bank Street SE,11th Street & Marquette,159,159,159,159,159,159
University & Bank Street SE,15th Ave SE & 4th Street SE,56,56,56,56,56,56
University & Bank Street SE,15th Ave SE & Como Ave SE,31,31,31,31,31,31
University & Bank Street SE,18th Ave Trail & 2nd Street NE,12,12,12,12,12,12
University & Bank Street SE,22nd Ave NE & California Street NE,11,11,11,11,11,11
University & Bank Street SE,22nd Ave S & Franklin Ave,2,2,2,2,2,2
University & Bank Street SE,23rd Ave SE & 6th Street SE,4,4,4,4,4,4
University & Bank Street SE,23rd Ave SE & University Ave SE,21,21,21,21,21,21
University & Bank Street SE,25th Street & 33rd Ave S,5,5,5,5,5,5
